"Story","Title","Result","Date","Stability","Duration (s)"
"Make Web Purchases","Add 10 unique items to the shopping cart and then remove all the items from the shopping cart one by one","FAILURE","2021-06-25T13:21:57.604785-05:00[America/Bogota]","0.0","108.04"
