"Story","Title","Result","Date","Stability","Duration (s)"
"Make Web Purchases","Add 10 unique items to the shopping cart and then remove all the items from the shopping cart one by one","ERROR","2021-06-25T14:37:10.127343-05:00[America/Bogota]","0.0","189.25"
